id	pid	title	authors	venue	source	year
50|doi_dedup___::316c530740fff9cdfb6c1affeabda664	10.1109/escience.2018.00018,10.48550/arxiv.1809.06935,10.5281/zenodo.1312582,10.5281/zenodo.1312581,10.5281/zenodo.1320264,1809.06935	The Archive and Package (arcp) URI scheme,The Archive and Package (arcp) URI Scheme	Marcos Cáceres,Stian Soiland-Reyes	2018 IEEE 14th International Conference on e-Science (e-Science)	Crossref,Soiland-Reyes , S & Cáceres , M 2018 , The Archive and Package (arcp) URI scheme . in 2018 IEEE 14th International Conference on e-Science (e-Science) . , 18 , IEEE , Workshop on Research Objects , Amsterdam , Netherlands , 29/10/18 . https://doi.org/10.5281/zenodo.1320264 , https://doi.org/10.1109/eScience.2018.00018	2018-10-01
50|doi_dedup___::b46cab181fe9478f0ab8969dfcd3c16a	10.1007/978-3-030-99739-7_73	From Fundamentals to Recent Advances: A Tutorial on Keyphrasification	Rui Meng,Debanjan Mahata,Florian Boudin	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783030997380,44th European Conference on Information Retrieval,https://hal.science/hal-03675070,44th European Conference on Information Retrieval, Apr 2022, Stavanger, Norway. pp.582-588, &#x27E8;10.1007/978-3-030-99739-7_73&#x27E9;	2022-01-01
50|od_______310::7fd8f7dcca5337696a13587e7689e097		Deep Learning for Historical Document Analysis and Recognition&#8212;A Survey	Lombardi, Francesco,Marinai, Simone	\N		2020-01-01
50|doi_________::a489136320efb5ffdf4b0c76af4ef7da	10.1109/smartiot52359.2021.00041	Prioritization of IoT Devices Healthcare Data based on Attribute Scoring and Metadata Annotation,Prioritization of IoT Devices Healthcare Data based on Attribute Scoring and Metadata Annotation	Argyro Mavrogiorgou,Athanasios Kiourtis,Dimosthenis Kyriazis	2021 IEEE International Conference on Smart Internet of Things (SmartIoT)	Crossref,SmartIoT	2021-08-01
50|doi_dedup___::52413c9a767427f24cb6d68dc634547f	10.1007/978-3-319-73165-0_5	Thirty Years of Digital Libraries Research at the University of Padua: The User Side	Maristella Agosti,Giorgio Maria Di Nunzio,Nicola Ferro,Maria Maistro,Stefano Marchesin,Nicola Orio,Chiara Ponchia,Gianmaria Silvello	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319731643	2017-12-21
50|doi_dedup___::e2c021e840ac1a45e9b5930a9ac0f74f	10.1109/access.2018.2875677,10.48550/arxiv.1810.04793,1810.04793	Patient2Vec: A Personalized Interpretable Deep Representation of the Longitudinal Electronic Health Record,Patient2Vec: A Personalized Interpretable Deep Representation of the Longitudinal Electronic Health Record	James H. Harrison,Laura E. Barnes,Jinghe Zhang,Kamran Kowsari,Jennifer M. Lobo	IEEE Access	Crossref,IEEE Access, Vol 6, Pp 65333-65346 (2018)	2018-01-01
50|leoletteratu::4a37ba58feb33eba9acfeaa027c78d17		Towards a 3D digital model for management and fruition of Ducal Palace at Urbino. An integrated survey with mobile mapping	Nespeca, Romina	SCIRES-IT - SCIentific RESearch and Information Technology	SCIRES-IT - SCIentific RESearch and Information Technology; Volume 8, Issue 2 (2018); 1-14,SCIRES-IT; Volume 8, Issue 2 (2018); 1-14,2239-4303	2019-02-19
50|doi_________::3e62d41b782ad2ee3232cad7c295de96	10.1016/j.lisr.2016.08.009	Professional participation in digital curation,Professional participation in digital curation	Inna Kouper	Library &amp; Information Science Research	Crossref	2016-07-01
50|doi_________::847b3a3b1d834dc25b2bde2d0f73ef1d	10.1007/978-3-642-27302-5_11	Computational Models Enhancing Semantic Access to Digital Repositories,Computational Models Enhancing Semantic Access to Digital Repositories	Floriana Esposito,Stefano Ferilli,Nicola Di Mauro,Claudio Taranto	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642273018,IRCDL	2011-01-01
50|doi_dedup___::1d87f2259b9675b5ba6010422e0398fa	10.1007/978-3-319-70169-1_29,10.3233/ia-170033,11380/1144997,11380/1164162	Attentive Models in Vision: Computing Saliency Maps in the Deep Learning Era,Attentive Models in Vision: Computing Saliency Maps in the Deep Learning Era	Lorenzo Baraldi,Simone Calderara,Andrea Palazzi,Rita Cucchiara,Marcella Cornia,Davide Abati	\N	Crossref,AI*IA 2017 Advances in Artificial Intelligence ISBN: 9783319701684,AI*IA	2017-01-01
50|doi_dedup___::e2688fe7b0494a32a49a7deb63d2f7e3	10.1007/978-3-319-25007-6_26	Path-Based Semantic Relatedness on Linked Data and Its Use to Word and Entity Disambiguation,Path-Based Semantic Relatedness on Linked Data and Its Use to Word and Entity Disambiguation	Ioana Hulpus,Conor Hayes,Narumol Prangnawarat	\N	Crossref,The Semantic Web - ISWC 2015 ISBN: 9783319250069,International Semantic Web Conference (1)	2015-01-01
50|doi_________::5afbdce489f94bafff4f81fc49c04063	10.1177/09610006221138579	Proposing a New Combined Indicator for Measuring Search Engine Performance and Evaluating Google, Yahoo, DuckDuckGo, and Bing Search Engines based on Combined Indicator	Azadeh Hajian Hoseinabadi,Mehrdad CheshmehSohrabi	Journal of Librarianship and Information Science	Crossref	2022-12-08
50|doi_dedup___::772506b68bb6212183fe520b4d7931f6	10.1007/978-3-642-35834-0_20	A Contribution for the Dissemination of Cultural Heritage Content to a Wider Public,A Contribution for the Dissemination of Cultural Heritage Content to a Wider Public	Lucio Benfante,Maristella Agosti,Nicola Orio	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642358333,IRCDL	2013-01-01
50|doi_dedup___::29748a71ef6373af4988f10e380f6283	10.1007/978-3-642-40501-3_19	Formal Models for Digital Archives: NESTOR and the 5S,Formal Models for Digital Archives: NESTOR and the 5S	Nicola Ferro,Gianmaria Silvello	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783642405006,TPDL	2013-01-01
50|doi_dedup___::e99c916cc540f74c30db994b3f1c668e	10.1007/978-3-319-68130-6_14,11380/1145247	An Annotation Tool for a Digital Library System of Epidermal Data,An Annotation Tool for a Digital Library System of Epidermal Data	Fabrizio Balducci,Guido Borghi	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319681290,IRCDL	2017-01-01
50|doi_dedup___::034b7aac29621fddfa03fa0d5f908778	10.1016/j.pmcj.2020.101225,10.48550/arxiv.1912.02182,1912.02182	Towards better social crisis data with HERMES: Hybrid sensing for EmeRgency ManagEment System,Towards better social crisis data with HERMES: Hybrid sensing for EmeRgency ManagEment System	Leonardo Nizzoli,Leonardo Nizzoli,Salvatore Bellomo,Maurizio Tesconi,Marco Avvenuti,Stefano Cresci	Pervasive and Mobile Computing	Crossref,Pervasive and mobile computing (Print) (2020).,info:cnr-pdr/source/autori:M. Avvenuti (1); S. Bellomo (2); S. Cresci (2); L. Nizzoli (2); M. Tesconi (2)/titolo:Towards better social crisis data with HERMES: Hybrid sensing for EmeRgency ManagEment System/doi:/rivista:Pervasive and mobile computing (Print)/anno:2020/pagina_da:/pagina_a:/intervallo_pagine:/volume:,Pervasive and Mobile Computing	2020-09-01
50|doi_dedup___::0efd26854e9c346be7b983b2e037b878	10.1109/access.2023.3253388	Integrating Conversational Agents and Knowledge Graphs Within the Scholarly Domain	Antonello Meloni,Simone Angioni,Angelo Salatino,Francesco Osborne,Diego Reforgiato Recupero,Enrico Motta	IEEE Access	Crossref	2023-01-01
50|doi_dedup___::8cc2d060bdddcf01cf6ff55a3ca296c7	10.1016/j.ipm.2016.12.005	An ant-colony based approach for real-time implicit collaborative information seeking,An ant-colony based approach for real-time implicit collaborative information seeking	Alessio Malizia,Pierluigi Crescenzi,Tommaso Turchi,Kai A. Olsen,Kai A. Olsen	Information Processing &amp; Management	Crossref,ISSN: 0306-4573,Information Processing and Management,https://hal.inria.fr/hal-01525753,Information Processing and Management, Elsevier, 2017, 53 (3), pp.608 - 623. &#x27E8;10.1016/j.ipm.2016.12.005&#x27E9;	2017-05-01
50|doi_dedup___::c4572bfc1af04c12631da58c499a974f	10.1109/socialsens.2018.00020,11380/1164170	5 Steps to Make Art Museums Tweet Influentially,5 Steps to Make Art Museums Tweet Influentially	Manuela Montangero,Riccardo Martoglia,Marco Furini,Federica Mandreoli	2018 International Workshop on Social Sensing (SocialSens)	Crossref,SocialSens@IoTDI	2018-04-01
50|doi_dedup___::d82369ab63f59a4154354ab01ecb4bc1	10.1109/jcdl.2014.6970182	Zeri e LODE. Extracting the Zeri photo archive to linked open data: formalizing the conceptual model	Ciro Mattia Gonano,Francesca Tomasi,Francesca Mambelli,Fabio Vitali,Silvio Peroni	IEEE/ACM Joint Conference on Digital Libraries	Crossref	2014-09-01
50|doi_________::339e5287e6f4c807121c254c93538956	10.7916/d8z60zbv	Large-Scale Cover Song Recognition Using the 2D Fourier Transform Magnitude	Ellis, Daniel P. W.,Thierry, Bertin-Mahieux	\N		2012-01-01
50|doi_dedup___::15def963bd545821ebbb06e8137c94ac	10.1007/978-3-030-76423-4_9,11380/1225881	A Heuristic-Based Decision Tree for Connected Components Labeling of 3D Volumes: Implementation and Reproducibility Notes,A Heuristic-Based Decision Tree for Connected Components Labeling of 3D Volumes: Implementation and Reproducibility Notes	Costantino Grana,Stefano Allegretti,Federico Bolelli	\N	Crossref,Reproducible Research in Pattern Recognition ISBN: 9783030764227,RRPR,Università degli studi di Modena e Reggio Emilia - IRIS	2021-01-01
50|doi_________::048fc4bd14f5b003abc725fc3932af8a	10.55056/etq.19	Selecting tools to enhance scholarly communication through the life cycle of scientific research	Olena Kuzminska	Educational Technology Quarterly	Crossref	2021-09-01
50|doi_________::4a7446866e33f19d0c67ef9dd9a298ac	10.1007/978-3-319-73165-0_10	Applications of duplicate detection in music archives: From metadata comparison to storage optimisation - The case of the Belgian Royal Museum for Central Africa,Applications of Duplicate Detection in Music Archives: From Metadata Comparison to Storage Optimisation	Federica Bressan,Marc Leman,Joren Six	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319731643,IRCDL	2017-12-21
50|doi_________::748a7b037d3b5063618bbdbd6aca97c5	10.1007/s42452-019-1749-9	Assessment of risks of tunneling project in Iran using artificial bee colony algorithm,Assessment of risks of tunneling project in Iran using artificial bee colony algorithm	Reza Mikaeil,Sina Shaffiee Haghshenas,Ezzeddin Bakhtavar,Mojtaba Beigmohammadi	SN Applied Sciences	Crossref	2019-11-28
50|doi_dedup___::107053c28d27d74ded7ba1f6244e7ad9	10.1109/access.2020.3003370,10.48550/arxiv.2001.10289,2001.10289	Charting the Landscape of Online Cryptocurrency Manipulation,Charting the Landscape of Online Cryptocurrency Manipulation	Emilio Ferrara,Serena Tardelli,Stefano Cresci,Maurizio Tesconi,Marco Avvenuti,Leonardo Nizzoli	IEEE Access	Crossref,IEEE access (2020).,info:cnr-pdr/source/autori:L. Nizzoli (1); S. Tardelli (1); M. Avvenuti (2); S. Cresci (1); M. Tesconi (1); E. Ferrara (3)/titolo:Charting the landscape of online cryptocurrency manipulation/doi:/rivista:IEEE access/anno:2020/pagina_da:/pagina_a:/intervallo_pagine:/volume:,IEEE Access, Vol 8, Pp 113230-113245 (2020)	2020-01-01
50|doi_dedup___::28175d5dfdab533e558a4ba8c5fc2883	10.1007/s12065-021-00598-7,33815622,PMC8007226	Predicting the pandemic: sentiment evaluation and predictive analysis from large-scale tweets on Covid-19 by deep convolutional neural network.,Predicting the pandemic: sentiment evaluation and predictive analysis from large-scale tweets on Covid-19 by deep convolutional neural network	Anup Kumar Kolya,Sourav Das	Evolutionary Intelligence	Crossref	2021-03-30
50|doi_dedup___::5568b0da2957dedfcfcbafd012bfa560	10.1007/978-3-030-00178-0_20	Analysis of Legal References in an Emergency Legislative Setting,Analysis of Legal References in an Emergency Legislative Setting	Ilaria Bianchi,Monica Palmirani,Luca Cervone,Francesco Draicchio	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783030001773,AICOL	2018-01-01
50|doi_dedup___::f85a28935240d69634ce02dcf359788b	10.1145/3475799,10.48550/arxiv.2102.09109,2102.09109	Understanding and Creating Art with AI: Review and Outlook	Eva Cetinic,James She	ACM Transactions on Multimedia Computing, Communications, and Applications	Crossref	2022-02-16
50|doi_________::12d9767e530a56d01502b753f17ead46	10.1007/s00521-020-05565-4	Artificial Neural Networks and Deep Learning in the Visual Arts: a review,Artificial Neural Networks and Deep Learning in the Visual Arts: a review	Luz Castro,Nereida Rodriguez-Fernandez,Adrian Carballal,Alvaro Torrente-Patiño,Iria Santos	Neural Computing and Applications	Crossref	2021-01-01
50|doi_dedup___::fad6ef95cda92b8e9a79a8b753306007	10.1007/s10462-021-10010-6,33907346,PMC8062621	Issues and Challenges,A survey on different dimensions for graphical keyword extraction techniques: Issues and Challenges.,A survey on different dimensions for graphical keyword extraction techniques	Muskan Garg	Artificial Intelligence Review	Crossref	2021-04-23
50|doi_________::40072ed0a86def98d584e13dc3c60104	10.1109/smart50582.2020.9337081	Comparative Analysis of Different Transformer Based Architectures Used in Sentiment Analysis,Comparative Analysis of Different Transformer Based Architectures Used in Sentiment Analysis	Rahul Bhadja,Madhu Shukla,Keval Pipalia	2020 9th International Conference System Modeling and Advancement in Research Trends (SMART)	Crossref	2020-12-04
50|doi_dedup___::a222ba40db72278f2416d13ff0745a6a	10.1007/s11042-018-6513-4	Gamifying cultural experiences across the urban environment,Gamifying cultural experiences across the urban environment	Giovanni Delnevo,Lorenzo Monti,Catia Prandi,Paola Salomoni,Andrea Melis,Marco Prandini,Silvia Mirri	Multimedia Tools and Applications	Crossref	2018-08-23
50|doi_________::6392c10ce4d1cfccebb2b3653ec50e40	10.1007/978-3-319-73165-0_7	On Frequency-Based Approaches to Learning Stopwords and the Reliability of Existing Resources — A Study on Italian Language,On Frequency-Based Approaches to Learning Stopwords and the Reliability of Existing Resources — A Study on Italian Language	Stefano Ferilli,Floriana Esposito	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319731643,IRCDL	2017-12-21
50|doi_dedup___::cbcc543c74a9266c3d63f9694d8327f8	10.1007/978-3-319-68130-6_9	Crowdsourcing for Film-Induced Tourism: An Approach to Geolocation,Crowdsourcing for Film-Induced Tourism: An Approach to Geolocation	Andrea Micheletti,Nicola Orio,Daniel C. Zilio	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319681290,IRCDL	2017-01-01
50|doi_dedup___::715b855d467f2239093fc3126c469446	10.1109/tpds.2019.2934683,11380/1179616	Optimized Block-Based Algorithms to Label Connected Components on GPUs,Optimized Block-Based Algorithms to Label Connected Components on GPUs	Costantino Grana,Stefano Allegretti,Federico Bolelli	IEEE Transactions on Parallel and Distributed Systems	Crossref	2020-02-01
50|doi_dedup___::56bb6470452334ba2eca096e8f4ca88a	10.1109/cvpr52729.2023.01798,10.48550/arxiv.2212.14427,2212.14427	Efficient Movie Scene Detection using State-Space Transformers	Md Mohaiminul Islam,Mahmudul Hasan,Kishan Shamsundar Athrey,Tony Braskich,Gedas Bertasius	2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)	Crossref	2023-06-01
50|doi_dedup___::7076cb0f9a74c2edbd25e425bfed383a	10.1145/3355395	An Antique Pan Flute from Egypt,Technology-Enhanced Interaction with Cultural Heritage: An Antique Pan Flute from Egypt,Technology-Enhanced Interaction with Cultural Heritage	Sergio Canazza,Silvia Gasparotto,Giovanni De Poli,Niccolò Pretto,Carlo Fantozzi,Edoardo Micheloni	Journal on Computing and Cultural Heritage	Crossref	2020-05-30
50|doi_________::67f4c42e7b9b9b1cc5872cd374f2f39e	10.1007/978-3-319-43997-6_30	Formal Representation of Socio-Legal Roles and Functions for the Description of History,Formal Representation of Socio-Legal Roles and Functions for the Description of History	Robert B. Allen,Yoonmi Chu	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783319439969,TPDL	2016-01-01
50|doi_________::9337a44399aec3ecd00b5f34e756105e	10.4230/dagman.8.1.1	Implementing FAIR Data Infrastructures (Dagstuhl Perspectives Workshop 18472)	Manola, Natalia,Mutschke, Peter,Scherp, Guido,Tochtermann, Klaus,Wittenburg, Peter,Gregory, Kathleen,Hasselbring, Wilhelm,den Heijer, Kees,Manghi, Paolo,Van Uytvanck, Dieter	\N		2020-01-01
50|doi_dedup___::4c1a5e46584268b9cfde173359be1863	10.1145/3197026.3197037	Evaluation of Conformance Checkers for Long-Term Preservation of Multimedia Documents,Evaluation of Conformance Checkers for Long-Term Preservation of Multimedia Documents	Boris Doubrov,Víctor Muñoz,Gianmaria Silvello,Claudio Prandoni,Jerome Martinez,Antonella Fresa,Erik Buelinckx,Börje Justrell,Stefan Rohde-Enslin,Carl Wilson,Bert Lemmens,Klas Jadeglans,Nicola Ferro,Magnus Gaber,Benjamin Yousefi,Dave Rice,Erwin Verbruggen,Sonia Oliveras,Xavi Tarrés	Proceedings of the 18th ACM/IEEE on Joint Conference on Digital Libraries	Crossref,JCDL	2018-05-23
50|doi_________::652ca61be1052603f2de1f633ff639f1	10.1007/978-3-030-39905-4_5	Lost in Translation: Can We Talk About Big Data Fairly?,Lost in Translation: Can We Talk About Big Data Fairly?	Paola Castellucci,Matilde Fontanin	\N	Crossref,Digital Libraries: The Era of Big Data and Data Science ISBN: 9783030399047,IRCDL	2020-01-01
50|doi_dedup___::0c861f4c2777a4fe95d082a690c80af1	10.37441/cejer/2022/4/2/11379,10.5281/zenodo.6483685,10.5281/zenodo.6483686	Fair Data: History and Present Context	Ana Carballo-Garcia,Juan-José Boté-Vericad	Central European Journal of Educational Research	Crossref,reponame:Dipòsit Digital de la UB,instname:Universidad de Barcelona	2022-12-23
50|doi_________::e37974c91467add51368b93291afa6ff	10.36253/978-88-5518-537-0	Stratégies pour la connaissance, la valorisation et la restauration,Villages et quartiers à risque d’abandon	CLAUDIA CAVALLO,MATTEO BIGONGIARI,Antonella Versaci,Emanuele Romeo,Domenico D'Uva,Annunziata Maria OTERI,Rossella MASPOLI	\N	Crossref	2022-01-01
50|doi_dedup___::47c993384d8efc2273666e0e35964c1e	10.1145/3447535.3462505,10.48550/arxiv.2103.04899,2103.04899	Automatically Selecting Striking Images for Social Cards,Automatically Selecting Striking Images for Social Cards	Shawn M. Jones,Michael L. Nelson,Martin Klein,Michele C. Weigle	13th ACM Web Science Conference 2021	Crossref,WebSci	2021-06-21
50|doi_dedup___::58f3b98e40def02dcf43357a9999d4c7	10.1007/978-3-030-29888-3_4,11380/1178292	How Does Connected Components Labeling with Decision Trees Perform on GPUs,How Does Connected Components Labeling with Decision Trees Perform on GPUs?	Laura Canalini,Stefano Allegretti,Federico Bolelli,Federico Pollastri,Costantino Grana,Michele Cancilla	\N	Crossref,Computer Analysis of Images and Patterns ISBN: 9783030298876,CAIP (1)	2019-01-01
50|doi_________::c47e0e28b59ad1e82d8672cc7895e742	10.1007/s11192-019-03336-0	A review of citation recommendation: from textual content to enriched context,A review of citation recommendation: from textual content to enriched context	Xiaozhong Liu,Shutian Ma,Chengzhi Zhang	Scientometrics	Crossref	2020-01-03
50|doi_dedup___::5bdfb946db6601d6c757f0688237a220	10.1109/ipas.2018.8708900,11380/1167089	Optimizing GPU-Based Connected Components Labeling Algorithms,Optimizing GPU-Based Connected Components Labeling Algorithms	Stefano Allegretti,Federico Bolelli,Michele Cancilla,Costantino Grana	2018 IEEE International Conference on Image Processing, Applications and Systems (IPAS)	Crossref,IPAS	2018-12-01
50|doi_dedup___::685d0f51bb1d983e9ab95b5582a65857	10.2481/dsj.grdi-004	Data Interoperability	Pasquale Pagano,Leonardo Candela,Donatella Castelli	Data Science Journal	Crossref,Data Science Journal,BASE - Bielefeld Academic Search Engine,Data science journal 12 (2013): 125. doi:10.2481/dsj.GRDI-004,info:cnr-pdr/source/autori:Pagano P., Candela L., Castelli D./titolo:Data Interoperability/doi:10.2481%2Fdsj.GRDI-004/rivista:Data science journal/anno:2013/pagina_da:125/pagina_a:/intervallo_pagine:125/volume:12,Data Science Journal, Vol 12 (2013),Data Science Journal; Vol 12 (2013): Special Issue; GRDI19-GRDI25,1683-1470	2013-01-01
50|doi_dedup___::bac72677cb858609a339768aae89555e	10.1109/percomw.2019.8730860	Straightforward Recognition of Daily Objects in Smart Environments from Wearable Vision Sensor,Straightforward Recognition of Daily Objects in Smart Environments from Wearable Vision Sensor	Federico Cruciani,Chris D. Nugent,Javier Medina Quero,Macarena Espinilla,Lorenzo Seidenari	2019 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)	Crossref,PerCom Workshops,eisbn: 978-1-5386-9151-9,2019 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)	2019-03-01
50|doi_dedup___::8b5379409077f3a92c33507b85d4b585	10.1007/978-3-031-06430-2_29,11380/1269558	Connected Components Labeling on Bitonal Images	Federico Bolelli,Stefano Allegretti,Costantino Grana	\N	Crossref,Image Analysis and Processing – ICIAP 2022 ISBN: 9783031064296	2022-01-01
50|doi_________::91d54dbb9dd2e562c30817e320e99d64	10.1007/978-981-16-9447-9_23	Context-Adaptive Content-Based Filtering Recommender System Based on Weighted Implicit Rating Approach	K. Navin,M. B. Mukesh Krishnan	\N	Crossref,Computational Intelligence in Data Mining ISBN: 9789811694462	2022-01-01
50|doi_________::e7f3015b4033eedfd5d3b0ac17c34b11	10.3390/electronics12153280	Towards Fake News Detection: A Multivocal Literature Review of Credibility Factors in Online News Stories and Analysis Using Analytical Hierarchical Process	Muhammad Faisal Abrar,Muhammad Sohail Khan,Inayat Khan,Mohammed ElAffendi,Sadique Ahmad	Electronics	Crossref	2023-07-30
50|doi_dedup___::c444c8690997113f9cd1b36111c6e95e	10.35596/1729-7648-2021-19-2-91-99	Обнаружение DGA доменов и предотвращение botnet средствами Q-обучения для POMDP,DGA domain detection and botnet prevention  using Q-learning for POMDP	Y. V. Bubnov,N. N. Ivanov	Doklady BGUIR	Crossref,Doklady Belorusskogo gosudarstvennogo universiteta informatiki i radioèlektroniki, Vol 19, Iss 2, Pp 91-99 (2021)	2021-03-27
50|doi_dedup___::6ebd409f7f3036eac82d891b43287f8e	10.1177/0165551515594729	Current state of Linked Data in digital libraries,Current state of Linked Data in digital libraries	Alejandro Maté,María Hallo,Sergio Luján-Mora,Juan Trujillo	Journal of Information Science	Crossref,reponame:RUA. Repositorio Institucional de la Universidad de Alicante,instname:Universidad de Alicante (UA)	2015-07-21
50|doi_dedup___::b94a8cde99abddb0f4e98010e31d062e	10.17013/risti.e3.55-70	Marco de Trabajo para la Integración de Recursos Digitales Basado en un Enfoque de Web Semántica,Marco de Trabajo para la Integración de Recursos Digitales Basado en un Enfoque de Web Semántica,Framework for the integration of digital resources based-on a Semantic Web approach	Nelson Piedra,Victor Saquicela,Jorge Lopez,Edmundo Tovar,Elizabeth Cadme,Pricila Quichimbo,Mauricio Espinoza,Janneth Chicaiza	RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação	Crossref,RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação n.spe3 2015,reponame:Repositório Científico de Acesso Aberto de Portugal (Repositórios Cientìficos),instname:Agência para a Sociedade do Conhecimento (UMIC) - FCT - Sociedade da Informação,instacron:RCAAP,RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação, Issue: spe3, Pages: 55-70, Published: MAR 2015	2015-03-01
50|doi_________::29d53931936f7e485b5462d78529b892	10.1007/978-3-319-17744-1_3	Cooperative Learning Assisted by Automatic Classification Within Social Networking Services,Cooperative Learning Assisted by Automatic Classification Within Social Networking Services	Christos Troussas,Maria Virvou,Kurt Junshean Espinosa	\N	Crossref,Smart Innovation, Systems and Technologies ISBN: 9783319177434	2015-01-01
50|leoletteratu::316f770f330274ac9378baf8b779564c		An Aggregation Framework for Digital Humanities Infrastructures: The PARTHENOS Experience	Frosini, Luca,Bardi, Alessia,Manghi, Paolo,Pagano, Pasquale	SCIRES-IT - SCIentific RESearch and Information Technology	SCIRES-IT - SCIentific RESearch and Information Technology; Volume 8, Issue 1 (2018); 33-50,SCIRES-IT; Volume 8, Issue 1 (2018); 33-50,2239-4303	2018-07-11
50|doi_________::d1171efd78cf1fc7315cc2aeb1f7d415	10.1007/978-3-030-30225-2_13	Linguistic Linked Data in Digital Humanities,Linguistic Linked Data in Digital Humanities	John P. McCrae,Jorge Gracia,Christian Chiarcos,Philipp Cimiano	\N	Crossref,Linguistic Linked Data ISBN: 9783030302245	2020-01-01
50|doi_dedup___::3a9d037442597c0e531e2c6ec03719a3	10.1109/icassp49357.2023.10094617,10.48550/arxiv.2302.12258,2302.12258	Data Leakage in Cross-Modal Retrieval Training: A Case Study	Benno Weck,Xavier Serra	ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)	Crossref	2023-06-04
50|doi_________::188bce607068cca4cd3f9031577d5468	10.1007/978-3-030-32959-4_13	Skew Correction and Text Line Extraction of Arabic Historical Documents,Skew Correction and Text Line Extraction of Arabic Historical Documents	Arsalane Zarghili,Abdelhay Zoizou,Ilham Chaker	\N	Crossref,Communications in Computer and Information Science ISBN: 9783030329587,ICALP	2019-01-01
50|doi_________::a46d5d9309baadd2ffc5d9d2b3dc8d8b	10.19181/smtp.2020.2.4.5	Introduction to the second edition of Handbook for Scientometrics: Science and Technology Development Indicators,Introduction to the second edition of Handbook for Scientometrics: Science and Technology Development Indicators	Valentin Bogorov,David Pendlebury,Jonathan Adams,Martin Szomszor	Science Management: Theory and Practice	Crossref	2020-12-23
50|doi_________::92c3c52ee936326a786f9af94e05ceed	10.1007/s11042-013-1794-0	EnContRA: a generic multimedia information retrieval meta-framework,EnContRA: a generic multimedia information retrieval meta-framework	Nelson Silva,Manuel J. Fonseca,Tiago Cardoso,Ricardo Dias	Multimedia Tools and Applications	Crossref	2013-12-14
50|doi_dedup___::22889087898b36f0f7f95bacd2186df8	10.1007/978-3-319-61893-7_2	Digital Libraries: From Digital Resources to Challenges in Scientific Data Sharing and Re-Use,Digital Libraries: From Digital Resources to Challenges in Scientific Data Sharing and Re-Use	Nicola Ferro,Gianmaria Silvello,Maristella Agosti	\N	Crossref,Studies in Big Data ISBN: 9783319618920,A Comprehensive Guide Through the Italian Database Research	2017-05-31
50|doi_________::943064c3b1a41fa8b15c7886cdde1334	10.1142/s0219467821500315	Dewarping Document Image Techniques: Survey and Comparative Study,Dewarping Document Image Techniques: Survey and Comparative Study	Marian Wagdy,Khaild Amin,Mina Ibrahim	International Journal of Image and Graphics	Crossref	2020-12-12
50|doi_________::d3d654b27a88052a1857fe28c756218f	10.2478/jdis-2020-0037	Can Crossref Citations Replace Web of Science for Research Evaluation? The Share of Open Citations,Can Crossref Citations Replace Web of Science for Research Evaluation? The Share of Open Citations	Jan Dvořák,Jan Dvořák,Tomáš Chudlarský,Tomáš Chudlarský	Journal of Data and Information Science	Crossref	2020-09-02
50|doi_________::4ffd117e71355ed4abb35357d88ef62a	10.1109/ictai.2012.154	User Modeling on Communication Characteristics Using Machine Learning in Computer-Supported Collaborative Multiple Language Learning,User Modeling on Communication Characteristics Using Machine Learning in Computer-Supported Collaborative Multiple Language Learning	Christos Troussas,Maria Virvou,Efthimios Alepis	2012 IEEE 24th International Conference on Tools with Artificial Intelligence	Crossref,ICTAI	2012-11-01
50|doi_________::4ac7b8763388ba27f915617151c5de73	10.1007/978-3-030-29551-6_50	Entity Linking Based on Graph Model and Semantic Representation,Entity Linking Based on Graph Model and Semantic Representation	Xiao Liu,Yulun Gao,Ningyu Ma	\N	Crossref,Knowledge Science, Engineering and Management ISBN: 9783030295509,KSEM (1)	2019-01-01
50|doi_________::ee901d409d8e81652e2f1d213cc6b800	10.1142/s0218001417500252	Extension of Canonical Adjacency Matrices for Frequent Approximate Subgraph Mining on Multi-Graph Collections,Extension of Canonical Adjacency Matrices for Frequent Approximate Subgraph Mining on Multi-Graph Collections	Jesús Ariel Carrasco-Ochoa,José E. Medina-Pagola,Andrés Gago-Alonso,José Fco. Martínez-Trinidad,Niusvel Acosta-Mendoza	International Journal of Pattern Recognition and Artificial Intelligence	Crossref	2017-05-09
